traveller_id,lat_o,lng_o,lat_d,lng_d,css_o,lat_css_o,lng_css_o,css_d,lat_css_d,lng_css_d
t52,55.663417,12.613829,55.7051614,12.481215,CS0,55.6629687,12.6150036,CS7,55.7046643,12.4787843
t53,55.663417,12.613829,55.6538288,12.566855,CS0,55.6629687,12.6150036,CS8,55.6571548,12.5684851
t54,55.663417,12.613829,55.6576191,12.566949,CS0,55.6629687,12.6150036,CS8,55.6571548,12.5684851
t55,55.663417,12.613829,55.713568,12.5927798,CS0,55.6629687,12.6150036,CS9,55.711612,12.5952725
t56,55.663417,12.613829,55.710214,12.5926909,CS0,55.6629687,12.6150036,CS9,55.711612,12.5952725
t57,55.663417,12.613829,55.7035416,12.538201,CS0,55.6629687,12.6150036,CS10,55.70464879999999,12.5368945
t58,55.663417,12.613829,55.7023483,12.535914,CS0,55.6629687,12.6150036,CS10,55.70464879999999,12.5368945
t59,55.663417,12.613829,55.7030729,12.5477827,CS0,55.6629687,12.6150036,CS11,55.7009488,12.5486256
t60,55.663417,12.613829,55.700964,12.5414659,CS0,55.6629687,12.6150036,CS11,55.7009488,12.5486256
t61,55.663417,12.613829,55.6935246,12.5337137,CS0,55.6629687,12.6150036,CS12,55.6910463,12.5395837
t62,55.663417,12.613829,55.69347029999999,12.5343236,CS0,55.6629687,12.6150036,CS12,55.6910463,12.5395837
t63,55.663417,12.613829,55.6303298,12.5758695,CS0,55.6629687,12.6150036,CS13,55.6317174,12.5736554
t64,55.663417,12.613829,55.630171,12.576398,CS0,55.6629687,12.6150036,CS13,55.6317174,12.5736554
t65,55.663417,12.613829,55.695981,12.566608,CS0,55.6629687,12.6150036,CS14,55.698862,12.565549
t66,55.663417,12.613829,55.695981,12.566608,CS0,55.6629687,12.6150036,CS14,55.698862,12.565549
t67,55.663417,12.613829,55.7337192,12.5151561,CS0,55.6629687,12.6150036,CS15,55.7349516,12.513523
t68,55.663417,12.613829,55.73391059999999,12.5147976,CS0,55.6629687,12.6150036,CS15,55.7349516,12.513523
t69,55.663417,12.613829,55.649143,12.538063,CS0,55.6629687,12.6150036,CS16,55.6498214,12.5355941
t70,55.663417,12.613829,55.6508857,12.5362424,CS0,55.6629687,12.6150036,CS16,55.6498214,12.5355941
t71,55.663417,12.613829,55.656097,12.4854309,CS0,55.6629687,12.6150036,CS17,55.656498,12.489456
t72,55.663417,12.613829,55.656243,12.49368,CS0,55.6629687,12.6150036,CS17,55.656498,12.489456
t73,55.663417,12.613829,55.68661609999999,12.4911945,CS0,55.6629687,12.6150036,CS18,55.689496,12.489151
t74,55.663417,12.613829,55.68832579999999,12.489222,CS0,55.6629687,12.6150036,CS18,55.689496,12.489151
t75,55.663417,12.613829,55.67162899999999,12.546236,CS0,55.6629687,12.6150036,CS19,55.6718713,12.5516401
t76,55.663417,12.613829,55.6737346,12.550013,CS0,55.6629687,12.6150036,CS19,55.6718713,12.5516401
t77,55.663417,12.613829,55.6681772,12.5494579,CS0,55.6629687,12.6150036,CS19,55.6718713,12.5516401
t78,55.7155986,12.5491707,55.66034659999999,12.6124427,CS1,55.714287,12.544606,CS0,55.6629687,12.6150036
t79,55.7155986,12.5491707,55.663417,12.613829,CS1,55.714287,12.544606,CS0,55.6629687,12.6150036
t81,55.7155986,12.5491707,55.6944184,12.5088552,CS1,55.714287,12.544606,CS2,55.6967862,12.5046889
t82,55.7155986,12.5491707,55.6957116,12.5020127,CS1,55.714287,12.544606,CS2,55.6967862,12.5046889
t83,55.7155986,12.5491707,55.6815622,12.6035183,CS1,55.714287,12.544606,CS3,55.678067,12.605109
t84,55.7155986,12.5491707,55.679351,12.6063932,CS1,55.714287,12.544606,CS3,55.678067,12.605109
t85,55.7155986,12.5491707,55.6821885,12.5853534,CS1,55.714287,12.544606,CS4,55.68544739999999,12.5850568
t86,55.7155986,12.5491707,55.6858274,12.5772687,CS1,55.714287,12.544606,CS4,55.68544739999999,12.5850568
t87,55.7155986,12.5491707,55.6757724,12.5426171,CS1,55.714287,12.544606,CS5,55.6795777,12.5433161
t88,55.7155986,12.5491707,55.677688,12.546912,CS1,55.714287,12.544606,CS5,55.6795777,12.5433161
t89,55.7155986,12.5491707,55.7326892,12.5690945,CS1,55.714287,12.544606,CS6,55.7309704,12.5659228
t90,55.7155986,12.5491707,55.73273,12.5654915,CS1,55.714287,12.544606,CS6,55.7309704,12.5659228
t91,55.7155986,12.5491707,55.7051614,12.481215,CS1,55.714287,12.544606,CS7,55.7046643,12.4787843
t92,55.7155986,12.5491707,55.6538288,12.566855,CS1,55.714287,12.544606,CS8,55.6571548,12.5684851
t93,55.7155986,12.5491707,55.6576191,12.566949,CS1,55.714287,12.544606,CS8,55.6571548,12.5684851
t94,55.7155986,12.5491707,55.713568,12.5927798,CS1,55.714287,12.544606,CS9,55.711612,12.5952725
t95,55.7155986,12.5491707,55.710214,12.5926909,CS1,55.714287,12.544606,CS9,55.711612,12.5952725
t100,55.7155986,12.5491707,55.6935246,12.5337137,CS1,55.714287,12.544606,CS12,55.6910463,12.5395837
t101,55.7155986,12.5491707,55.69347029999999,12.5343236,CS1,55.714287,12.544606,CS12,55.6910463,12.5395837
t102,55.7155986,12.5491707,55.6303298,12.5758695,CS1,55.714287,12.544606,CS13,55.6317174,12.5736554
t103,55.7155986,12.5491707,55.630171,12.576398,CS1,55.714287,12.544606,CS13,55.6317174,12.5736554
t104,55.7155986,12.5491707,55.695981,12.566608,CS1,55.714287,12.544606,CS14,55.698862,12.565549
t105,55.7155986,12.5491707,55.695981,12.566608,CS1,55.714287,12.544606,CS14,55.698862,12.565549
t106,55.7155986,12.5491707,55.7337192,12.5151561,CS1,55.714287,12.544606,CS15,55.7349516,12.513523
t107,55.7155986,12.5491707,55.73391059999999,12.5147976,CS1,55.714287,12.544606,CS15,55.7349516,12.513523
t108,55.7155986,12.5491707,55.649143,12.538063,CS1,55.714287,12.544606,CS16,55.6498214,12.5355941
t109,55.7155986,12.5491707,55.6508857,12.5362424,CS1,55.714287,12.544606,CS16,55.6498214,12.5355941
t110,55.7155986,12.5491707,55.656097,12.4854309,CS1,55.714287,12.544606,CS17,55.656498,12.489456
t111,55.7155986,12.5491707,55.656243,12.49368,CS1,55.714287,12.544606,CS17,55.656498,12.489456
t112,55.7155986,12.5491707,55.68661609999999,12.4911945,CS1,55.714287,12.544606,CS18,55.689496,12.489151
t113,55.7155986,12.5491707,55.68832579999999,12.489222,CS1,55.714287,12.544606,CS18,55.689496,12.489151
t114,55.7155986,12.5491707,55.67162899999999,12.546236,CS1,55.714287,12.544606,CS19,55.6718713,12.5516401
t115,55.7155986,12.5491707,55.6737346,12.550013,CS1,55.714287,12.544606,CS19,55.6718713,12.5516401
t116,55.7155986,12.5491707,55.6681772,12.5494579,CS1,55.714287,12.544606,CS19,55.6718713,12.5516401
t117,55.7145986,12.5472417,55.66034659999999,12.6124427,CS1,55.714287,12.544606,CS0,55.6629687,12.6150036
t118,55.7145986,12.5472417,55.663417,12.613829,CS1,55.714287,12.544606,CS0,55.6629687,12.6150036
t120,55.7145986,12.5472417,55.6944184,12.5088552,CS1,55.714287,12.544606,CS2,55.6967862,12.5046889
t121,55.7145986,12.5472417,55.6957116,12.5020127,CS1,55.714287,12.544606,CS2,55.6967862,12.5046889
t122,55.7145986,12.5472417,55.6815622,12.6035183,CS1,55.714287,12.544606,CS3,55.678067,12.605109
t123,55.7145986,12.5472417,55.679351,12.6063932,CS1,55.714287,12.544606,CS3,55.678067,12.605109
t124,55.7145986,12.5472417,55.6821885,12.5853534,CS1,55.714287,12.544606,CS4,55.68544739999999,12.5850568
t125,55.7145986,12.5472417,55.6858274,12.5772687,CS1,55.714287,12.544606,CS4,55.68544739999999,12.5850568
t126,55.7145986,12.5472417,55.6757724,12.5426171,CS1,55.714287,12.544606,CS5,55.6795777,12.5433161
t127,55.7145986,12.5472417,55.677688,12.546912,CS1,55.714287,12.544606,CS5,55.6795777,12.5433161
t128,55.7145986,12.5472417,55.7326892,12.5690945,CS1,55.714287,12.544606,CS6,55.7309704,12.5659228
t129,55.7145986,12.5472417,55.73273,12.5654915,CS1,55.714287,12.544606,CS6,55.7309704,12.5659228
t130,55.7145986,12.5472417,55.7051614,12.481215,CS1,55.714287,12.544606,CS7,55.7046643,12.4787843
t131,55.7145986,12.5472417,55.6538288,12.566855,CS1,55.714287,12.544606,CS8,55.6571548,12.5684851
t132,55.7145986,12.5472417,55.6576191,12.566949,CS1,55.714287,12.544606,CS8,55.6571548,12.5684851
t133,55.7145986,12.5472417,55.713568,12.5927798,CS1,55.714287,12.544606,CS9,55.711612,12.5952725
t134,55.7145986,12.5472417,55.710214,12.5926909,CS1,55.714287,12.544606,CS9,55.711612,12.5952725
t139,55.7145986,12.5472417,55.6935246,12.5337137,CS1,55.714287,12.544606,CS12,55.6910463,12.5395837
t140,55.7145986,12.5472417,55.69347029999999,12.5343236,CS1,55.714287,12.544606,CS12,55.6910463,12.5395837
t141,55.7145986,12.5472417,55.6303298,12.5758695,CS1,55.714287,12.544606,CS13,55.6317174,12.5736554
t142,55.7145986,12.5472417,55.630171,12.576398,CS1,55.714287,12.544606,CS13,55.6317174,12.5736554
t143,55.7145986,12.5472417,55.695981,12.566608,CS1,55.714287,12.544606,CS14,55.698862,12.565549
t144,55.7145986,12.5472417,55.695981,12.566608,CS1,55.714287,12.544606,CS14,55.698862,12.565549
t145,55.7145986,12.5472417,55.7337192,12.5151561,CS1,55.714287,12.544606,CS15,55.7349516,12.513523
t146,55.7145986,12.5472417,55.73391059999999,12.5147976,CS1,55.714287,12.544606,CS15,55.7349516,12.513523
t147,55.7145986,12.5472417,55.649143,12.538063,CS1,55.714287,12.544606,CS16,55.6498214,12.5355941
t148,55.7145986,12.5472417,55.6508857,12.5362424,CS1,55.714287,12.544606,CS16,55.6498214,12.5355941
t149,55.7145986,12.5472417,55.656097,12.4854309,CS1,55.714287,12.544606,CS17,55.656498,12.489456
t150,55.7145986,12.5472417,55.656243,12.49368,CS1,55.714287,12.544606,CS17,55.656498,12.489456
t151,55.7145986,12.5472417,55.68661609999999,12.4911945,CS1,55.714287,12.544606,CS18,55.689496,12.489151
t152,55.7145986,12.5472417,55.68832579999999,12.489222,CS1,55.714287,12.544606,CS18,55.689496,12.489151
t153,55.7145986,12.5472417,55.67162899999999,12.546236,CS1,55.714287,12.544606,CS19,55.6718713,12.5516401
t154,55.7145986,12.5472417,55.6737346,12.550013,CS1,55.714287,12.544606,CS19,55.6718713,12.5516401
t155,55.7145986,12.5472417,55.6681772,12.5494579,CS1,55.714287,12.544606,CS19,55.6718713,12.5516401
t156,55.6944184,12.5088552,55.66034659999999,12.6124427,CS2,55.6967862,12.5046889,CS0,55.6629687,12.6150036
t157,55.6944184,12.5088552,55.663417,12.613829,CS2,55.6967862,12.5046889,CS0,55.6629687,12.6150036
t158,55.6944184,12.5088552,55.7155986,12.5491707,CS2,55.6967862,12.5046889,CS1,55.714287,12.544606
t159,55.6944184,12.5088552,55.7145986,12.5472417,CS2,55.6967862,12.5046889,CS1,55.714287,12.544606
t161,55.6944184,12.5088552,55.6815622,12.6035183,CS2,55.6967862,12.5046889,CS3,55.678067,12.605109
t162,55.6944184,12.5088552,55.679351,12.6063932,CS2,55.6967862,12.5046889,CS3,55.678067,12.605109
t163,55.6944184,12.5088552,55.6821885,12.5853534,CS2,55.6967862,12.5046889,CS4,55.68544739999999,12.5850568
t164,55.6944184,12.5088552,55.6858274,12.5772687,CS2,55.6967862,12.5046889,CS4,55.68544739999999,12.5850568
t165,55.6944184,12.5088552,55.6757724,12.5426171,CS2,55.6967862,12.5046889,CS5,55.6795777,12.5433161
t166,55.6944184,12.5088552,55.677688,12.546912,CS2,55.6967862,12.5046889,CS5,55.6795777,12.5433161
t167,55.6944184,12.5088552,55.7326892,12.5690945,CS2,55.6967862,12.5046889,CS6,55.7309704,12.5659228
t168,55.6944184,12.5088552,55.73273,12.5654915,CS2,55.6967862,12.5046889,CS6,55.7309704,12.5659228
t169,55.6944184,12.5088552,55.7051614,12.481215,CS2,55.6967862,12.5046889,CS7,55.7046643,12.4787843
t170,55.6944184,12.5088552,55.6538288,12.566855,CS2,55.6967862,12.5046889,CS8,55.6571548,12.5684851
t171,55.6944184,12.5088552,55.6576191,12.566949,CS2,55.6967862,12.5046889,CS8,55.6571548,12.5684851
t172,55.6944184,12.5088552,55.713568,12.5927798,CS2,55.6967862,12.5046889,CS9,55.711612,12.5952725
t173,55.6944184,12.5088552,55.710214,12.5926909,CS2,55.6967862,12.5046889,CS9,55.711612,12.5952725
t174,55.6944184,12.5088552,55.7035416,12.538201,CS2,55.6967862,12.5046889,CS10,55.70464879999999,12.5368945
t176,55.6944184,12.5088552,55.7030729,12.5477827,CS2,55.6967862,12.5046889,CS11,55.7009488,12.5486256
t177,55.6944184,12.5088552,55.700964,12.5414659,CS2,55.6967862,12.5046889,CS11,55.7009488,12.5486256
t180,55.6944184,12.5088552,55.6303298,12.5758695,CS2,55.6967862,12.5046889,CS13,55.6317174,12.5736554
t181,55.6944184,12.5088552,55.630171,12.576398,CS2,55.6967862,12.5046889,CS13,55.6317174,12.5736554
t182,55.6944184,12.5088552,55.695981,12.566608,CS2,55.6967862,12.5046889,CS14,55.698862,12.565549
t183,55.6944184,12.5088552,55.695981,12.566608,CS2,55.6967862,12.5046889,CS14,55.698862,12.565549
t184,55.6944184,12.5088552,55.7337192,12.5151561,CS2,55.6967862,12.5046889,CS15,55.7349516,12.513523
t185,55.6944184,12.5088552,55.73391059999999,12.5147976,CS2,55.6967862,12.5046889,CS15,55.7349516,12.513523
t186,55.6944184,12.5088552,55.649143,12.538063,CS2,55.6967862,12.5046889,CS16,55.6498214,12.5355941
t187,55.6944184,12.5088552,55.6508857,12.5362424,CS2,55.6967862,12.5046889,CS16,55.6498214,12.5355941
t188,55.6944184,12.5088552,55.656097,12.4854309,CS2,55.6967862,12.5046889,CS17,55.656498,12.489456
t189,55.6944184,12.5088552,55.656243,12.49368,CS2,55.6967862,12.5046889,CS17,55.656498,12.489456
t192,55.6944184,12.5088552,55.67162899999999,12.546236,CS2,55.6967862,12.5046889,CS19,55.6718713,12.5516401
t193,55.6944184,12.5088552,55.6737346,12.550013,CS2,55.6967862,12.5046889,CS19,55.6718713,12.5516401
t194,55.6944184,12.5088552,55.6681772,12.5494579,CS2,55.6967862,12.5046889,CS19,55.6718713,12.5516401
t195,55.6957116,12.5020127,55.66034659999999,12.6124427,CS2,55.6967862,12.5046889,CS0,55.6629687,12.6150036
t196,55.6957116,12.5020127,55.663417,12.613829,CS2,55.6967862,12.5046889,CS0,55.6629687,12.6150036
t197,55.6957116,12.5020127,55.7155986,12.5491707,CS2,55.6967862,12.5046889,CS1,55.714287,12.544606
t198,55.6957116,12.5020127,55.7145986,12.5472417,CS2,55.6967862,12.5046889,CS1,55.714287,12.544606
t200,55.6957116,12.5020127,55.6815622,12.6035183,CS2,55.6967862,12.5046889,CS3,55.678067,12.605109
t201,55.6957116,12.5020127,55.679351,12.6063932,CS2,55.6967862,12.5046889,CS3,55.678067,12.605109
t202,55.6957116,12.5020127,55.6821885,12.5853534,CS2,55.6967862,12.5046889,CS4,55.68544739999999,12.5850568
t203,55.6957116,12.5020127,55.6858274,12.5772687,CS2,55.6967862,12.5046889,CS4,55.68544739999999,12.5850568
t204,55.6957116,12.5020127,55.6757724,12.5426171,CS2,55.6967862,12.5046889,CS5,55.6795777,12.5433161
t205,55.6957116,12.5020127,55.677688,12.546912,CS2,55.6967862,12.5046889,CS5,55.6795777,12.5433161
t206,55.6957116,12.5020127,55.7326892,12.5690945,CS2,55.6967862,12.5046889,CS6,55.7309704,12.5659228
t207,55.6957116,12.5020127,55.73273,12.5654915,CS2,55.6967862,12.5046889,CS6,55.7309704,12.5659228
t209,55.6957116,12.5020127,55.6538288,12.566855,CS2,55.6967862,12.5046889,CS8,55.6571548,12.5684851
t210,55.6957116,12.5020127,55.6576191,12.566949,CS2,55.6967862,12.5046889,CS8,55.6571548,12.5684851
t211,55.6957116,12.5020127,55.713568,12.5927798,CS2,55.6967862,12.5046889,CS9,55.711612,12.5952725
t212,55.6957116,12.5020127,55.710214,12.5926909,CS2,55.6967862,12.5046889,CS9,55.711612,12.5952725
t213,55.6957116,12.5020127,55.7035416,12.538201,CS2,55.6967862,12.5046889,CS10,55.70464879999999,12.5368945
t214,55.6957116,12.5020127,55.7023483,12.535914,CS2,55.6967862,12.5046889,CS10,55.70464879999999,12.5368945
t215,55.6957116,12.5020127,55.7030729,12.5477827,CS2,55.6967862,12.5046889,CS11,55.7009488,12.5486256
t216,55.6957116,12.5020127,55.700964,12.5414659,CS2,55.6967862,12.5046889,CS11,55.7009488,12.5486256
t219,55.6957116,12.5020127,55.6303298,12.5758695,CS2,55.6967862,12.5046889,CS13,55.6317174,12.5736554
t220,55.6957116,12.5020127,55.630171,12.576398,CS2,55.6967862,12.5046889,CS13,55.6317174,12.5736554
t221,55.6957116,12.5020127,55.695981,12.566608,CS2,55.6967862,12.5046889,CS14,55.698862,12.565549
t222,55.6957116,12.5020127,55.695981,12.566608,CS2,55.6967862,12.5046889,CS14,55.698862,12.565549
t223,55.6957116,12.5020127,55.7337192,12.5151561,CS2,55.6967862,12.5046889,CS15,55.7349516,12.513523
t224,55.6957116,12.5020127,55.73391059999999,12.5147976,CS2,55.6967862,12.5046889,CS15,55.7349516,12.513523
t225,55.6957116,12.5020127,55.649143,12.538063,CS2,55.6967862,12.5046889,CS16,55.6498214,12.5355941
t226,55.6957116,12.5020127,55.6508857,12.5362424,CS2,55.6967862,12.5046889,CS16,55.6498214,12.5355941
t227,55.6957116,12.5020127,55.656097,12.4854309,CS2,55.6967862,12.5046889,CS17,55.656498,12.489456
t228,55.6957116,12.5020127,55.656243,12.49368,CS2,55.6967862,12.5046889,CS17,55.656498,12.489456
t231,55.6957116,12.5020127,55.67162899999999,12.546236,CS2,55.6967862,12.5046889,CS19,55.6718713,12.5516401
t232,55.6957116,12.5020127,55.6737346,12.550013,CS2,55.6967862,12.5046889,CS19,55.6718713,12.5516401
t233,55.6957116,12.5020127,55.6681772,12.5494579,CS2,55.6967862,12.5046889,CS19,55.6718713,12.5516401
t234,55.6815622,12.6035183,55.66034659999999,12.6124427,CS3,55.678067,12.605109,CS0,55.6629687,12.6150036
t235,55.6815622,12.6035183,55.663417,12.613829,CS3,55.678067,12.605109,CS0,55.6629687,12.6150036
t236,55.6815622,12.6035183,55.7155986,12.5491707,CS3,55.678067,12.605109,CS1,55.714287,12.544606
t237,55.6815622,12.6035183,55.7145986,12.5472417,CS3,55.678067,12.605109,CS1,55.714287,12.544606
t238,55.6815622,12.6035183,55.6944184,12.5088552,CS3,55.678067,12.605109,CS2,55.6967862,12.5046889
t239,55.6815622,12.6035183,55.6957116,12.5020127,CS3,55.678067,12.605109,CS2,55.6967862,12.5046889
t243,55.6815622,12.6035183,55.6757724,12.5426171,CS3,55.678067,12.605109,CS5,55.6795777,12.5433161
t244,55.6815622,12.6035183,55.677688,12.546912,CS3,55.678067,12.605109,CS5,55.6795777,12.5433161
t245,55.6815622,12.6035183,55.7326892,12.5690945,CS3,55.678067,12.605109,CS6,55.7309704,12.5659228
t246,55.6815622,12.6035183,55.73273,12.5654915,CS3,55.678067,12.605109,CS6,55.7309704,12.5659228
t247,55.6815622,12.6035183,55.7051614,12.481215,CS3,55.678067,12.605109,CS7,55.7046643,12.4787843
t248,55.6815622,12.6035183,55.6538288,12.566855,CS3,55.678067,12.605109,CS8,55.6571548,12.5684851
t249,55.6815622,12.6035183,55.6576191,12.566949,CS3,55.678067,12.605109,CS8,55.6571548,12.5684851
t250,55.6815622,12.6035183,55.713568,12.5927798,CS3,55.678067,12.605109,CS9,55.711612,12.5952725
t251,55.6815622,12.6035183,55.710214,12.5926909,CS3,55.678067,12.605109,CS9,55.711612,12.5952725
t252,55.6815622,12.6035183,55.7035416,12.538201,CS3,55.678067,12.605109,CS10,55.70464879999999,12.5368945
t253,55.6815622,12.6035183,55.7023483,12.535914,CS3,55.678067,12.605109,CS10,55.70464879999999,12.5368945
t254,55.6815622,12.6035183,55.7030729,12.5477827,CS3,55.678067,12.605109,CS11,55.7009488,12.5486256
t255,55.6815622,12.6035183,55.700964,12.5414659,CS3,55.678067,12.605109,CS11,55.7009488,12.5486256
t256,55.6815622,12.6035183,55.6935246,12.5337137,CS3,55.678067,12.605109,CS12,55.6910463,12.5395837
t257,55.6815622,12.6035183,55.69347029999999,12.5343236,CS3,55.678067,12.605109,CS12,55.6910463,12.5395837
t258,55.6815622,12.6035183,55.6303298,12.5758695,CS3,55.678067,12.605109,CS13,55.6317174,12.5736554
t259,55.6815622,12.6035183,55.630171,12.576398,CS3,55.678067,12.605109,CS13,55.6317174,12.5736554
t260,55.6815622,12.6035183,55.695981,12.566608,CS3,55.678067,12.605109,CS14,55.698862,12.565549
t261,55.6815622,12.6035183,55.695981,12.566608,CS3,55.678067,12.605109,CS14,55.698862,12.565549
t262,55.6815622,12.6035183,55.7337192,12.5151561,CS3,55.678067,12.605109,CS15,55.7349516,12.513523
t263,55.6815622,12.6035183,55.73391059999999,12.5147976,CS3,55.678067,12.605109,CS15,55.7349516,12.513523
t264,55.6815622,12.6035183,55.649143,12.538063,CS3,55.678067,12.605109,CS16,55.6498214,12.5355941
t265,55.6815622,12.6035183,55.6508857,12.5362424,CS3,55.678067,12.605109,CS16,55.6498214,12.5355941
t266,55.6815622,12.6035183,55.656097,12.4854309,CS3,55.678067,12.605109,CS17,55.656498,12.489456
t267,55.6815622,12.6035183,55.656243,12.49368,CS3,55.678067,12.605109,CS17,55.656498,12.489456
t268,55.6815622,12.6035183,55.68661609999999,12.4911945,CS3,55.678067,12.605109,CS18,55.689496,12.489151
